"","Concept","ID","Question","ChoiceNumber"
"10619","Bernie Sanders","75","George W. Bush Hillary Clinton",1
"10620","Bernie Sanders","75","George W. Bush Joe Biden",1
"10621","Bernie Sanders","75","George W. Bush Richard Nixon",1
"10622","Bernie Sanders","75","George W. Bush Ronald Reagan",1
"10623","Bernie Sanders","75","Hillary Clinton Abraham Lincoln",1
"10624","Bernie Sanders","75","Hillary Clinton Barack Obama",1
"10625","Bernie Sanders","75","Hillary Clinton Donald Trump",0
"10626","Bernie Sanders","75","Hillary Clinton Elizabeth Warren",1
"10627","Bernie Sanders","75","Hillary Clinton George W. Bush",0
"10628","Bernie Sanders","75","Hillary Clinton Joe Biden",1
"10629","Bernie Sanders","75","Hillary Clinton Richard Nixon",0
"10630","Bernie Sanders","75","Hillary Clinton Ronald Reagan",0
"10631","Bernie Sanders","75","Joe Biden Abraham Lincoln",0
"10632","Bernie Sanders","75","Joe Biden Barack Obama",1
"10633","Bernie Sanders","75","Joe Biden Donald Trump",0
"10634","Bernie Sanders","75","Joe Biden Elizabeth Warren",1
"10635","Bernie Sanders","75","Joe Biden George W. Bush",0
"10636","Bernie Sanders","75","Joe Biden Hillary Clinton",0
"10637","Bernie Sanders","75","Joe Biden Richard Nixon",0
"10638","Bernie Sanders","75","Joe Biden Ronald Reagan",0
"10639","Bernie Sanders","75","Richard Nixon Abraham Lincoln",1
"10640","Bernie Sanders","75","Richard Nixon Barack Obama",1
"10641","Bernie Sanders","75","Richard Nixon Donald Trump",1
"10642","Bernie Sanders","75","Richard Nixon Elizabeth Warren",1
"10643","Bernie Sanders","75","Richard Nixon George W. Bush",0
"10644","Bernie Sanders","75","Richard Nixon Hillary Clinton",1
"10645","Bernie Sanders","75","Richard Nixon Joe Biden",1
"10646","Bernie Sanders","75","Richard Nixon Ronald Reagan",0
"10647","Bernie Sanders","75","Ronald Reagan Abraham Lincoln",1
"10648","Bernie Sanders","75","Ronald Reagan Barack Obama",1
"10649","Bernie Sanders","75","Ronald Reagan Donald Trump",0
"10650","Bernie Sanders","75","Ronald Reagan Elizabeth Warren",1
"10651","Bernie Sanders","75","Ronald Reagan George W. Bush",0
"10652","Bernie Sanders","75","Ronald Reagan Hillary Clinton",1
"10653","Bernie Sanders","75","Ronald Reagan Joe Biden",1
"10654","Bernie Sanders","75","Ronald Reagan Richard Nixon",1
"10655","Barack Obama","76","Abraham Lincoln Bernie Sanders",0
"10656","Barack Obama","76","Abraham Lincoln Donald Trump",0
"10657","Barack Obama","76","Abraham Lincoln Elizabeth Warren",0
"10658","Barack Obama","76","Abraham Lincoln George W. Bush",0
"10659","Barack Obama","76","Abraham Lincoln Hillary Clinton",0
"10660","Barack Obama","76","Abraham Lincoln Joe Biden",1
"10661","Barack Obama","76","Abraham Lincoln Richard Nixon",0
"10662","Barack Obama","76","Abraham Lincoln Ronald Reagan",0
"10663","Barack Obama","76","Bernie Sanders Abraham Lincoln",0
"10664","Barack Obama","76","Bernie Sanders Donald Trump",0
"10665","Barack Obama","76","Bernie Sanders Elizabeth Warren",0
"10666","Barack Obama","76","Bernie Sanders George W. Bush",0
"10667","Barack Obama","76","Bernie Sanders Hillary Clinton",1
"10668","Barack Obama","76","Bernie Sanders Joe Biden",1
"10669","Barack Obama","76","Bernie Sanders Richard Nixon",0
"10670","Barack Obama","76","Bernie Sanders Ronald Reagan",0
"10671","Barack Obama","76","Donald Trump Abraham Lincoln",1
"10672","Barack Obama","76","Donald Trump Bernie Sanders",1
"10673","Barack Obama","76","Donald Trump Elizabeth Warren",1
"10674","Barack Obama","76","Donald Trump George W. Bush",0
"10675","Barack Obama","76","Donald Trump Hillary Clinton",1
"10676","Barack Obama","76","Donald Trump Joe Biden",1
"10677","Barack Obama","76","Donald Trump Richard Nixon",0
"10678","Barack Obama","76","Donald Trump Ronald Reagan",1
"10679","Barack Obama","76","Elizabeth Warren Abraham Lincoln",0
"10680","Barack Obama","76","Elizabeth Warren Bernie Sanders",0
"10681","Barack Obama","76","Elizabeth Warren Donald Trump",0
"10682","Barack Obama","76","Elizabeth Warren George W. Bush",0
"10683","Barack Obama","76","Elizabeth Warren Hillary Clinton",0
"10684","Barack Obama","76","Elizabeth Warren Joe Biden",1
"10685","Barack Obama","76","Elizabeth Warren Richard Nixon",0
"10686","Barack Obama","76","Elizabeth Warren Ronald Reagan",0
"10687","Barack Obama","76","George W. Bush Abraham Lincoln",1
"10688","Barack Obama","76","George W. Bush Bernie Sanders",1
"10689","Barack Obama","76","George W. Bush Donald Trump",1
"10690","Barack Obama","76","George W. Bush Elizabeth Warren",1
"10691","Barack Obama","76","George W. Bush Hillary Clinton",1
"10692","Barack Obama","76","George W. Bush Joe Biden",1
"10693","Barack Obama","76","George W. Bush Richard Nixon",0
"10694","Barack Obama","76","George W. Bush Ronald Reagan",0
"10695","Barack Obama","76","Hillary Clinton Abraham Lincoln",1
"10696","Barack Obama","76","Hillary Clinton Bernie Sanders",0
"10697","Barack Obama","76","Hillary Clinton Donald Trump",0
"10698","Barack Obama","76","Hillary Clinton Elizabeth Warren",0
"10699","Barack Obama","76","Hillary Clinton George W. Bush",0
"10700","Barack Obama","76","Hillary Clinton Joe Biden",1
"10701","Barack Obama","76","Hillary Clinton Richard Nixon",0
"10702","Barack Obama","76","Hillary Clinton Ronald Reagan",0
"10703","Barack Obama","76","Joe Biden Abraham Lincoln",1
"10704","Barack Obama","76","Joe Biden Bernie Sanders",0
"10705","Barack Obama","76","Joe Biden Donald Trump",0
"10706","Barack Obama","76","Joe Biden Elizabeth Warren",0
"10707","Barack Obama","76","Joe Biden George W. Bush",0
"10708","Barack Obama","76","Joe Biden Hillary Clinton",0
"10709","Barack Obama","76","Joe Biden Richard Nixon",0
"10710","Barack Obama","76","Joe Biden Ronald Reagan",0
"10711","Barack Obama","76","Richard Nixon Abraham Lincoln",1
"10712","Barack Obama","76","Richard Nixon Bernie Sanders",1
"10713","Barack Obama","76","Richard Nixon Donald Trump",0
"10714","Barack Obama","76","Richard Nixon Elizabeth Warren",1
"10715","Barack Obama","76","Richard Nixon George W. Bush",1
"10716","Barack Obama","76","Richard Nixon Hillary Clinton",1
"10717","Barack Obama","76","Richard Nixon Joe Biden",1
"10718","Barack Obama","76","Richard Nixon Ronald Reagan",1
"10719","Barack Obama","76","Ronald Reagan Abraham Lincoln",1
"10720","Barack Obama","76","Ronald Reagan Bernie Sanders",1
"10721","Barack Obama","76","Ronald Reagan Donald Trump",0
"10722","Barack Obama","76","Ronald Reagan Elizabeth Warren",1
"10723","Barack Obama","76","Ronald Reagan George W. Bush",0
"10724","Barack Obama","76","Ronald Reagan Hillary Clinton",1
"10725","Barack Obama","76","Ronald Reagan Joe Biden",1
"10726","Barack Obama","76","Ronald Reagan Richard Nixon",0
"10727","Bernie Sanders","76","Abraham Lincoln Barack Obama",1
"10728","Bernie Sanders","76","Abraham Lincoln Donald Trump",0
"10729","Bernie Sanders","76","Abraham Lincoln Elizabeth Warren",1
"10730","Bernie Sanders","76","Abraham Lincoln George W. Bush",0
"10731","Bernie Sanders","76","Abraham Lincoln Hillary Clinton",0
"10732","Bernie Sanders","76","Abraham Lincoln Joe Biden",1
"10733","Bernie Sanders","76","Abraham Lincoln Richard Nixon",0
"10734","Bernie Sanders","76","Abraham Lincoln Ronald Reagan",0
"10735","Bernie Sanders","76","Barack Obama Abraham Lincoln",0
"10736","Bernie Sanders","76","Barack Obama Donald Trump",0
"10737","Bernie Sanders","76","Barack Obama Elizabeth Warren",1
"10738","Bernie Sanders","76","Barack Obama George W. Bush",0
"10739","Bernie Sanders","76","Barack Obama Hillary Clinton",0
"10740","Bernie Sanders","76","Barack Obama Joe Biden",0
"10741","Bernie Sanders","76","Barack Obama Richard Nixon",0
"10742","Bernie Sanders","76","Barack Obama Ronald Reagan",0
"10743","Bernie Sanders","76","Donald Trump Abraham Lincoln",1
"10744","Bernie Sanders","76","Donald Trump Barack Obama",1
"10745","Bernie Sanders","76","Donald Trump Elizabeth Warren",1
"10746","Bernie Sanders","76","Donald Trump George W. Bush",0
"10747","Bernie Sanders","76","Donald Trump Hillary Clinton",1
"10748","Bernie Sanders","76","Donald Trump Joe Biden",1
"10749","Bernie Sanders","76","Donald Trump Richard Nixon",0
"10750","Bernie Sanders","76","Donald Trump Ronald Reagan",0
"10751","Bernie Sanders","76","Elizabeth Warren Abraham Lincoln",0
"10752","Bernie Sanders","76","Elizabeth Warren Barack Obama",0
"10753","Bernie Sanders","76","Elizabeth Warren Donald Trump",0
"10754","Bernie Sanders","76","Elizabeth Warren George W. Bush",0
"10755","Bernie Sanders","76","Elizabeth Warren Hillary Clinton",0
"10756","Bernie Sanders","76","Elizabeth Warren Joe Biden",0
"10757","Bernie Sanders","76","Elizabeth Warren Richard Nixon",0
"10758","Bernie Sanders","76","Elizabeth Warren Ronald Reagan",0
"10759","Bernie Sanders","76","George W. Bush Abraham Lincoln",1
"10760","Bernie Sanders","76","George W. Bush Barack Obama",1
"10761","Bernie Sanders","76","George W. Bush Donald Trump",1
"10762","Bernie Sanders","76","George W. Bush Elizabeth Warren",1
"10763","Bernie Sanders","76","George W. Bush Hillary Clinton",1
"10764","Bernie Sanders","76","George W. Bush Joe Biden",1
"10765","Bernie Sanders","76","George W. Bush Richard Nixon",1
"10766","Bernie Sanders","76","George W. Bush Ronald Reagan",1
"10767","Bernie Sanders","76","Hillary Clinton Abraham Lincoln",1
"10768","Bernie Sanders","76","Hillary Clinton Barack Obama",1
"10769","Bernie Sanders","76","Hillary Clinton Donald Trump",0
"10770","Bernie Sanders","76","Hillary Clinton Elizabeth Warren",1
"10771","Bernie Sanders","76","Hillary Clinton George W. Bush",0
"10772","Bernie Sanders","76","Hillary Clinton Joe Biden",1
"10773","Bernie Sanders","76","Hillary Clinton Richard Nixon",0
"10774","Bernie Sanders","76","Hillary Clinton Ronald Reagan",0
"10775","Bernie Sanders","76","Joe Biden Abraham Lincoln",0
"10776","Bernie Sanders","76","Joe Biden Barack Obama",1
"10777","Bernie Sanders","76","Joe Biden Donald Trump",0
"10778","Bernie Sanders","76","Joe Biden Elizabeth Warren",1
"10779","Bernie Sanders","76","Joe Biden George W. Bush",0
"10780","Bernie Sanders","76","Joe Biden Hillary Clinton",0
"10781","Bernie Sanders","76","Joe Biden Richard Nixon",0
"10782","Bernie Sanders","76","Joe Biden Ronald Reagan",0
"10783","Bernie Sanders","76","Richard Nixon Abraham Lincoln",1
"10784","Bernie Sanders","76","Richard Nixon Barack Obama",1
"10785","Bernie Sanders","76","Richard Nixon Donald Trump",0
"10786","Bernie Sanders","76","Richard Nixon Elizabeth Warren",1
"10787","Bernie Sanders","76","Richard Nixon George W. Bush",0
"10788","Bernie Sanders","76","Richard Nixon Hillary Clinton",1
"10789","Bernie Sanders","76","Richard Nixon Joe Biden",1
"10790","Bernie Sanders","76","Richard Nixon Ronald Reagan",0
"10791","Bernie Sanders","76","Ronald Reagan Abraham Lincoln",1
"10792","Bernie Sanders","76","Ronald Reagan Barack Obama",1
"10793","Bernie Sanders","76","Ronald Reagan Donald Trump",1
"10794","Bernie Sanders","76","Ronald Reagan Elizabeth Warren",1
"10795","Bernie Sanders","76","Ronald Reagan George W. Bush",0
"10796","Bernie Sanders","76","Ronald Reagan Hillary Clinton",1
"10797","Bernie Sanders","76","Ronald Reagan Joe Biden",1
"10798","Bernie Sanders","76","Ronald Reagan Richard Nixon",0
"10799","Barack Obama","77","Abraham Lincoln Bernie Sanders",0
"10800","Barack Obama","77","Abraham Lincoln Donald Trump",0
"10801","Barack Obama","77","Abraham Lincoln Elizabeth Warren",0
"10802","Barack Obama","77","Abraham Lincoln George W. Bush",0
"10803","Barack Obama","77","Abraham Lincoln Hillary Clinton",0
"10804","Barack Obama","77","Abraham Lincoln Joe Biden",1
"10805","Barack Obama","77","Abraham Lincoln Richard Nixon",0
"10806","Barack Obama","77","Abraham Lincoln Ronald Reagan",0
"10807","Barack Obama","77","Bernie Sanders Abraham Lincoln",0
"10808","Barack Obama","77","Bernie Sanders Donald Trump",0
"10809","Barack Obama","77","Bernie Sanders Elizabeth Warren",0
"10810","Barack Obama","77","Bernie Sanders George W. Bush",0
"10811","Barack Obama","77","Bernie Sanders Hillary Clinton",0
"10812","Barack Obama","77","Bernie Sanders Joe Biden",1
"10813","Barack Obama","77","Bernie Sanders Richard Nixon",0
"10814","Barack Obama","77","Bernie Sanders Ronald Reagan",0
"10815","Barack Obama","77","Donald Trump Abraham Lincoln",1
"10816","Barack Obama","77","Donald Trump Bernie Sanders",1
"10817","Barack Obama","77","Donald Trump Elizabeth Warren",1
"10818","Barack Obama","77","Donald Trump George W. Bush",0
"10819","Barack Obama","77","Donald Trump Hillary Clinton",1
"10820","Barack Obama","77","Donald Trump Joe Biden",1
"10821","Barack Obama","77","Donald Trump Richard Nixon",1
"10822","Barack Obama","77","Donald Trump Ronald Reagan",1
"10823","Barack Obama","77","Elizabeth Warren Abraham Lincoln",0
"10824","Barack Obama","77","Elizabeth Warren Bernie Sanders",0
"10825","Barack Obama","77","Elizabeth Warren Donald Trump",0
"10826","Barack Obama","77","Elizabeth Warren George W. Bush",0
"10827","Barack Obama","77","Elizabeth Warren Hillary Clinton",1
"10828","Barack Obama","77","Elizabeth Warren Joe Biden",1
"10829","Barack Obama","77","Elizabeth Warren Richard Nixon",0
"10830","Barack Obama","77","Elizabeth Warren Ronald Reagan",0
"10831","Barack Obama","77","George W. Bush Abraham Lincoln",1
"10832","Barack Obama","77","George W. Bush Bernie Sanders",1
"10833","Barack Obama","77","George W. Bush Donald Trump",1
"10834","Barack Obama","77","George W. Bush Elizabeth Warren",1
"10835","Barack Obama","77","George W. Bush Hillary Clinton",1
"10836","Barack Obama","77","George W. Bush Joe Biden",1
"10837","Barack Obama","77","George W. Bush Richard Nixon",0
"10838","Barack Obama","77","George W. Bush Ronald Reagan",1
"10839","Barack Obama","77","Hillary Clinton Abraham Lincoln",1
"10840","Barack Obama","77","Hillary Clinton Bernie Sanders",0
"10841","Barack Obama","77","Hillary Clinton Donald Trump",0
"10842","Barack Obama","77","Hillary Clinton Elizabeth Warren",0
"10843","Barack Obama","77","Hillary Clinton George W. Bush",0
"10844","Barack Obama","77","Hillary Clinton Joe Biden",1
"10845","Barack Obama","77","Hillary Clinton Richard Nixon",0
"10846","Barack Obama","77","Hillary Clinton Ronald Reagan",0
"10847","Barack Obama","77","Joe Biden Abraham Lincoln",0
"10848","Barack Obama","77","Joe Biden Bernie Sanders",0
"10849","Barack Obama","77","Joe Biden Donald Trump",0
"10850","Barack Obama","77","Joe Biden Elizabeth Warren",0
"10851","Barack Obama","77","Joe Biden George W. Bush",0
"10852","Barack Obama","77","Joe Biden Hillary Clinton",0
"10853","Barack Obama","77","Joe Biden Richard Nixon",0
"10854","Barack Obama","77","Joe Biden Ronald Reagan",0
"10855","Barack Obama","77","Richard Nixon Abraham Lincoln",1
"10856","Barack Obama","77","Richard Nixon Bernie Sanders",1
"10857","Barack Obama","77","Richard Nixon Donald Trump",0
"10858","Barack Obama","77","Richard Nixon Elizabeth Warren",1
"10859","Barack Obama","77","Richard Nixon George W. Bush",1
"10860","Barack Obama","77","Richard Nixon Hillary Clinton",1
"10861","Barack Obama","77","Richard Nixon Joe Biden",1
"10862","Barack Obama","77","Richard Nixon Ronald Reagan",1
"10863","Barack Obama","77","Ronald Reagan Abraham Lincoln",1
"10864","Barack Obama","77","Ronald Reagan Bernie Sanders",1
"10865","Barack Obama","77","Ronald Reagan Donald Trump",1
"10866","Barack Obama","77","Ronald Reagan Elizabeth Warren",1
"10867","Barack Obama","77","Ronald Reagan George W. Bush",0
"10868","Barack Obama","77","Ronald Reagan Hillary Clinton",1
"10869","Barack Obama","77","Ronald Reagan Joe Biden",1
"10870","Barack Obama","77","Ronald Reagan Richard Nixon",0
"10871","Bernie Sanders","77","Abraham Lincoln Barack Obama",1
"10872","Bernie Sanders","77","Abraham Lincoln Donald Trump",0
"10873","Bernie Sanders","77","Abraham Lincoln Elizabeth Warren",1
"10874","Bernie Sanders","77","Abraham Lincoln George W. Bush",0
"10875","Bernie Sanders","77","Abraham Lincoln Hillary Clinton",0
"10876","Bernie Sanders","77","Abraham Lincoln Joe Biden",0
"10877","Bernie Sanders","77","Abraham Lincoln Richard Nixon",0
"10878","Bernie Sanders","77","Abraham Lincoln Ronald Reagan",0
"10879","Bernie Sanders","77","Barack Obama Abraham Lincoln",0
"10880","Bernie Sanders","77","Barack Obama Donald Trump",0
"10881","Bernie Sanders","77","Barack Obama Elizabeth Warren",1
"10882","Bernie Sanders","77","Barack Obama George W. Bush",0
"10883","Bernie Sanders","77","Barack Obama Hillary Clinton",0
"10884","Bernie Sanders","77","Barack Obama Joe Biden",0
"10885","Bernie Sanders","77","Barack Obama Richard Nixon",0
"10886","Bernie Sanders","77","Barack Obama Ronald Reagan",0
"10887","Bernie Sanders","77","Donald Trump Abraham Lincoln",1
"10888","Bernie Sanders","77","Donald Trump Barack Obama",1
"10889","Bernie Sanders","77","Donald Trump Elizabeth Warren",1
"10890","Bernie Sanders","77","Donald Trump George W. Bush",0
"10891","Bernie Sanders","77","Donald Trump Hillary Clinton",1
"10892","Bernie Sanders","77","Donald Trump Joe Biden",1
"10893","Bernie Sanders","77","Donald Trump Richard Nixon",0
"10894","Bernie Sanders","77","Donald Trump Ronald Reagan",0
"10895","Bernie Sanders","77","Elizabeth Warren Abraham Lincoln",0
"10896","Bernie Sanders","77","Elizabeth Warren Barack Obama",0
"10897","Bernie Sanders","77","Elizabeth Warren Donald Trump",0
"10898","Bernie Sanders","77","Elizabeth Warren George W. Bush",0
"10899","Bernie Sanders","77","Elizabeth Warren Hillary Clinton",0
"10900","Bernie Sanders","77","Elizabeth Warren Joe Biden",0
"10901","Bernie Sanders","77","Elizabeth Warren Richard Nixon",0
"10902","Bernie Sanders","77","Elizabeth Warren Ronald Reagan",0
"10903","Bernie Sanders","77","George W. Bush Abraham Lincoln",1
"10904","Bernie Sanders","77","George W. Bush Barack Obama",1
"10905","Bernie Sanders","77","George W. Bush Donald Trump",1
"10906","Bernie Sanders","77","George W. Bush Elizabeth Warren",1
"10907","Bernie Sanders","77","George W. Bush Hillary Clinton",1
"10908","Bernie Sanders","77","George W. Bush Joe Biden",1
"10909","Bernie Sanders","77","George W. Bush Richard Nixon",1
"10910","Bernie Sanders","77","George W. Bush Ronald Reagan",1
"10911","Bernie Sanders","77","Hillary Clinton Abraham Lincoln",1
"10912","Bernie Sanders","77","Hillary Clinton Barack Obama",1
"10913","Bernie Sanders","77","Hillary Clinton Donald Trump",0
"10914","Bernie Sanders","77","Hillary Clinton Elizabeth Warren",1
"10915","Bernie Sanders","77","Hillary Clinton George W. Bush",0
"10916","Bernie Sanders","77","Hillary Clinton Joe Biden",1
"10917","Bernie Sanders","77","Hillary Clinton Richard Nixon",0
"10918","Bernie Sanders","77","Hillary Clinton Ronald Reagan",0
"10919","Bernie Sanders","77","Joe Biden Abraham Lincoln",1
"10920","Bernie Sanders","77","Joe Biden Barack Obama",0
"10921","Bernie Sanders","77","Joe Biden Donald Trump",0
"10922","Bernie Sanders","77","Joe Biden Elizabeth Warren",1
"10923","Bernie Sanders","77","Joe Biden George W. Bush",0
"10924","Bernie Sanders","77","Joe Biden Hillary Clinton",1
"10925","Bernie Sanders","77","Joe Biden Richard Nixon",0
"10926","Bernie Sanders","77","Joe Biden Ronald Reagan",0
"10927","Bernie Sanders","77","Richard Nixon Abraham Lincoln",1
"10928","Bernie Sanders","77","Richard Nixon Barack Obama",1
"10929","Bernie Sanders","77","Richard Nixon Donald Trump",1
"10930","Bernie Sanders","77","Richard Nixon Elizabeth Warren",1
"10931","Bernie Sanders","77","Richard Nixon George W. Bush",0
"10932","Bernie Sanders","77","Richard Nixon Hillary Clinton",1
"10933","Bernie Sanders","77","Richard Nixon Joe Biden",1
"10934","Bernie Sanders","77","Richard Nixon Ronald Reagan",0
"10935","Bernie Sanders","77","Ronald Reagan Abraham Lincoln",1
"10936","Bernie Sanders","77","Ronald Reagan Barack Obama",1
"10937","Bernie Sanders","77","Ronald Reagan Donald Trump",1
"10938","Bernie Sanders","77","Ronald Reagan Elizabeth Warren",1
"10939","Bernie Sanders","77","Ronald Reagan George W. Bush",0
"10940","Bernie Sanders","77","Ronald Reagan Hillary Clinton",1
"10941","Bernie Sanders","77","Ronald Reagan Joe Biden",1
"10942","Bernie Sanders","77","Ronald Reagan Richard Nixon",1
"10943","Barack Obama","78","Abraham Lincoln Bernie Sanders",1
"10944","Barack Obama","78","Abraham Lincoln Donald Trump",0
"10945","Barack Obama","78","Abraham Lincoln Elizabeth Warren",0
"10946","Barack Obama","78","Abraham Lincoln George W. Bush",0
"10947","Barack Obama","78","Abraham Lincoln Hillary Clinton",0
"10948","Barack Obama","78","Abraham Lincoln Joe Biden",1
"10949","Barack Obama","78","Abraham Lincoln Richard Nixon",0
"10950","Barack Obama","78","Abraham Lincoln Ronald Reagan",0
"10951","Barack Obama","78","Bernie Sanders Abraham Lincoln",0
"10952","Barack Obama","78","Bernie Sanders Donald Trump",0
"10953","Barack Obama","78","Bernie Sanders Elizabeth Warren",0
"10954","Barack Obama","78","Bernie Sanders George W. Bush",0
"10955","Barack Obama","78","Bernie Sanders Hillary Clinton",1
"10956","Barack Obama","78","Bernie Sanders Joe Biden",1
"10957","Barack Obama","78","Bernie Sanders Richard Nixon",0
"10958","Barack Obama","78","Bernie Sanders Ronald Reagan",0
"10959","Barack Obama","78","Donald Trump Abraham Lincoln",1
"10960","Barack Obama","78","Donald Trump Bernie Sanders",1
"10961","Barack Obama","78","Donald Trump Elizabeth Warren",1
"10962","Barack Obama","78","Donald Trump George W. Bush",0
"10963","Barack Obama","78","Donald Trump Hillary Clinton",1
"10964","Barack Obama","78","Donald Trump Joe Biden",1
"10965","Barack Obama","78","Donald Trump Richard Nixon",0
"10966","Barack Obama","78","Donald Trump Ronald Reagan",1
"10967","Barack Obama","78","Elizabeth Warren Abraham Lincoln",0
"10968","Barack Obama","78","Elizabeth Warren Bernie Sanders",1
"10969","Barack Obama","78","Elizabeth Warren Donald Trump",0
"10970","Barack Obama","78","Elizabeth Warren George W. Bush",0
"10971","Barack Obama","78","Elizabeth Warren Hillary Clinton",1
"10972","Barack Obama","78","Elizabeth Warren Joe Biden",1
"10973","Barack Obama","78","Elizabeth Warren Richard Nixon",0
"10974","Barack Obama","78","Elizabeth Warren Ronald Reagan",0
"10975","Barack Obama","78","George W. Bush Abraham Lincoln",1
"10976","Barack Obama","78","George W. Bush Bernie Sanders",1
"10977","Barack Obama","78","George W. Bush Donald Trump",1
"10978","Barack Obama","78","George W. Bush Elizabeth Warren",1
"10979","Barack Obama","78","George W. Bush Hillary Clinton",1
"10980","Barack Obama","78","George W. Bush Joe Biden",1
"10981","Barack Obama","78","George W. Bush Richard Nixon",0
"10982","Barack Obama","78","George W. Bush Ronald Reagan",0
"10983","Barack Obama","78","Hillary Clinton Abraham Lincoln",1
"10984","Barack Obama","78","Hillary Clinton Bernie Sanders",1
"10985","Barack Obama","78","Hillary Clinton Donald Trump",0
"10986","Barack Obama","78","Hillary Clinton Elizabeth Warren",0
"10987","Barack Obama","78","Hillary Clinton George W. Bush",0
"10988","Barack Obama","78","Hillary Clinton Joe Biden",1
"10989","Barack Obama","78","Hillary Clinton Richard Nixon",0
"10990","Barack Obama","78","Hillary Clinton Ronald Reagan",0
"10991","Barack Obama","78","Joe Biden Abraham Lincoln",1
"10992","Barack Obama","78","Joe Biden Bernie Sanders",0
"10993","Barack Obama","78","Joe Biden Donald Trump",0
"10994","Barack Obama","78","Joe Biden Elizabeth Warren",0
"10995","Barack Obama","78","Joe Biden George W. Bush",0
"10996","Barack Obama","78","Joe Biden Hillary Clinton",0
"10997","Barack Obama","78","Joe Biden Richard Nixon",0
"10998","Barack Obama","78","Joe Biden Ronald Reagan",0
"10999","Barack Obama","78","Richard Nixon Abraham Lincoln",1
"11000","Barack Obama","78","Richard Nixon Bernie Sanders",1
"11001","Barack Obama","78","Richard Nixon Donald Trump",1
"11002","Barack Obama","78","Richard Nixon Elizabeth Warren",1
"11003","Barack Obama","78","Richard Nixon George W. Bush",1
"11004","Barack Obama","78","Richard Nixon Hillary Clinton",1
"11005","Barack Obama","78","Richard Nixon Joe Biden",1
"11006","Barack Obama","78","Richard Nixon Ronald Reagan",1
"11007","Barack Obama","78","Ronald Reagan Abraham Lincoln",1
"11008","Barack Obama","78","Ronald Reagan Bernie Sanders",1
"11009","Barack Obama","78","Ronald Reagan Donald Trump",0
"11010","Barack Obama","78","Ronald Reagan Elizabeth Warren",1
"11011","Barack Obama","78","Ronald Reagan George W. Bush",0
"11012","Barack Obama","78","Ronald Reagan Hillary Clinton",1
"11013","Barack Obama","78","Ronald Reagan Joe Biden",1
"11014","Barack Obama","78","Ronald Reagan Richard Nixon",0
"11015","Bernie Sanders","78","Abraham Lincoln Barack Obama",1
"11016","Bernie Sanders","78","Abraham Lincoln Donald Trump",0
"11017","Bernie Sanders","78","Abraham Lincoln Elizabeth Warren",1
"11018","Bernie Sanders","78","Abraham Lincoln George W. Bush",0
"11019","Bernie Sanders","78","Abraham Lincoln Hillary Clinton",0
"11020","Bernie Sanders","78","Abraham Lincoln Joe Biden",0
"11021","Bernie Sanders","78","Abraham Lincoln Richard Nixon",0
"11022","Bernie Sanders","78","Abraham Lincoln Ronald Reagan",0
"11023","Bernie Sanders","78","Barack Obama Abraham Lincoln",0
"11024","Bernie Sanders","78","Barack Obama Donald Trump",0
"11025","Bernie Sanders","78","Barack Obama Elizabeth Warren",1
"11026","Bernie Sanders","78","Barack Obama George W. Bush",0
"11027","Bernie Sanders","78","Barack Obama Hillary Clinton",0
"11028","Bernie Sanders","78","Barack Obama Joe Biden",1
"11029","Bernie Sanders","78","Barack Obama Richard Nixon",0
"11030","Bernie Sanders","78","Barack Obama Ronald Reagan",0
"11031","Bernie Sanders","78","Donald Trump Abraham Lincoln",1
"11032","Bernie Sanders","78","Donald Trump Barack Obama",1
"11033","Bernie Sanders","78","Donald Trump Elizabeth Warren",1
"11034","Bernie Sanders","78","Donald Trump George W. Bush",0
"11035","Bernie Sanders","78","Donald Trump Hillary Clinton",1
"11036","Bernie Sanders","78","Donald Trump Joe Biden",1
"11037","Bernie Sanders","78","Donald Trump Richard Nixon",0
"11038","Bernie Sanders","78","Donald Trump Ronald Reagan",0
"11039","Bernie Sanders","78","Elizabeth Warren Abraham Lincoln",0
"11040","Bernie Sanders","78","Elizabeth Warren Barack Obama",0
"11041","Bernie Sanders","78","Elizabeth Warren Donald Trump",0
"11042","Bernie Sanders","78","Elizabeth Warren George W. Bush",0
"11043","Bernie Sanders","78","Elizabeth Warren Hillary Clinton",0
"11044","Bernie Sanders","78","Elizabeth Warren Joe Biden",0
"11045","Bernie Sanders","78","Elizabeth Warren Richard Nixon",0
"11046","Bernie Sanders","78","Elizabeth Warren Ronald Reagan",0
"11047","Bernie Sanders","78","George W. Bush Abraham Lincoln",1
"11048","Bernie Sanders","78","George W. Bush Barack Obama",1
"11049","Bernie Sanders","78","George W. Bush Donald Trump",1
"11050","Bernie Sanders","78","George W. Bush Elizabeth Warren",1
"11051","Bernie Sanders","78","George W. Bush Hillary Clinton",1
"11052","Bernie Sanders","78","George W. Bush Joe Biden",1
"11053","Bernie Sanders","78","George W. Bush Richard Nixon",1
"11054","Bernie Sanders","78","George W. Bush Ronald Reagan",1
"11055","Bernie Sanders","78","Hillary Clinton Abraham Lincoln",1
"11056","Bernie Sanders","78","Hillary Clinton Barack Obama",1
"11057","Bernie Sanders","78","Hillary Clinton Donald Trump",0
"11058","Bernie Sanders","78","Hillary Clinton Elizabeth Warren",1
"11059","Bernie Sanders","78","Hillary Clinton George W. Bush",0
